"ImageFile","Points:0","Points:1","Points:2"
13,364.15,171.37,45.163
13,364.97,171.09,45.242
13,413.01,171.4,45.606
13,365.95,172.01,44.747
13,366.43,172.19,45.444
13,412.14,172.18,45.403
13,413.18,172.23,45.147
13,414.02,172.1,45.282
13,415.11,172.14,45.5
13,416.14,172.43,45.502
13,366.83,173.08,44.962
13,411.15,173.13,45.372
13,412.19,173.2,45.084
13,413.05,173.05,45.044
13,414.99,173.02,45.045
13,411.17,174.17,45.118
13,415.88,174.11,44.702
13,419.13,174.23,45.306
13,420.83,174.59,45.467
13,410.88,175.1,45.144
13,411.82,174.88,44.957
13,421.85,175.25,45.363
13,369.4,176.18,44.563
13,406,176,45
13,407.02,175.98,45.386
13,408,176,45
13,410,176,45
13,422.96,176.09,44.886
13,425.13,176.58,45.506
13,369.73,177.13,44.925
13,405.78,176.61,45
13,406,177,45
13,407,176.57,45.414
13,408,177,45
13,409,177,45
13,410,177,45
13,411,176.74,44.828
13,426.11,177.26,45.318
13,427.13,177.59,45.461
13,370.38,178.19,44.682
13,409,178,45
13,410,178,45
13,411,178,45
13,427.98,178.26,45.235
13,428.8,178.55,45.539
13,286.33,179.66,44.441
13,287.18,179.49,44.981
13,289.03,179.05,45.143
13,370.66,179.24,45.029
13,413.24,177.89,44.989
13,414.19,178.43,44.668
13,428.97,179.1,45.037
13,429.85,179.31,45.439
13,430.8,179.69,45.596
13,286.45,179.92,44.772
13,303,180,45.562
13,370.99,180.28,44.658
13,371.28,180.06,45.22
13,415.89,178.65,45.125
13,417.18,178.88,44.936
13,418.19,179.45,44.713
13,429,180.01,44.606
13,430.94,180.13,45.137
13,287.07,180.11,44.74
13,288.01,180.04,45.398
13,293.97,180.22,44.995
13,294.8,180.55,44.716
13,420.12,180.06,44.995
13,296.39,181.89,45.234
13,304.84,181.84,45.502
13,370.97,182.07,44.892
13,371.55,181.87,44.93
13,422.15,181.03,45.093
13,434.08,182.23,45.408
13,435.12,182.58,45.537
13,372,183,45
13,423.83,182.17,45
13,432,183,44.36
13,435.97,183.26,45.456
13,183.19,184.57,44.731
13,185,184.39,45.021
13,187.85,184.35,44.555
13,296.88,183.91,45.145
13,371.15,184,43.837
13,372,184,45
13,426.1,184.25,44.037
13,169.26,185.36,46.087
13,170.24,185.3,45.866
13,171,185,45
13,172,185,45
13,173,185,45
13,174,185,45
13,190.02,185.23,44.34
13,305,184.96,44.694
13,360,185.46,45.355
13,360.48,185.39,45.344
13,371.59,184.91,45.25
13,372.69,185.36,44.955
13,404.99,184.91,43.247
13,435,185,44.35
13,436,185,44.714
13,167.86,185.99,46.313
13,175.11,185.78,45.732
13,176,186,45
13,177,186,45
13,178,186,45
13,179,186,45
13,180.3,185.88,45.001
13,191,186.04,44.354
13,359.93,186.24,45.131
13,361,186,45
13,373.16,186.1,45.187
13,404.05,185.92,43.291
13,427.89,186.02,44.199
13,439.08,186.08,45.308
13,440.08,186.4,45.434
13,178.64,187.01,45.288
13,191,187.02,44.777
13,359.97,187.04,44.616
13,361,187,45
13,362,187,45
13,372.99,187.09,45.102
13,427.98,186.99,43.847
13,428.86,186.87,45.149
13,439.01,187.01,44.714
13,440,187.05,45.074
13,440.81,187.1,45.311
13,306.47,187.91,44.889
13,361.15,188.12,44.546
13,362,188,45
13,371.21,187.78,44.776
13,373.39,187.98,45.256
13,428,188,43.613
13,430.12,187.95,45.239
13,440,188,45
13,441,188,45
13,442,188,45
13,191.85,189.15,43.825
13,190.92,189.28,44.969
13,359.93,188.77,45.026
13,361.67,188.99,44.997
13,370.61,188.63,44.948
13,373.39,188.75,45.184
13,428.02,188.99,43.498
13,441,189,45
13,442,189,45
13,443,189,45
13,191.1,190.1,43.764
13,190.18,190.23,44.908
13,300.01,190.03,45.223
13,359.8,190.05,45.258
13,362.41,190.1,44.737
13,365.42,190.58,45.485
13,369.09,189.93,44.795
13,369.82,189.34,45.133
13,372.95,189.39,45.031
13,373.41,189.26,45.426
13,442,190,45
13,443,190,45
13,444,190,45
13,189.09,191.01,44.761
13,300.03,191.01,44.475
13,364.98,191.36,44.993
13,366.04,191.12,44.821
13,371.77,191.15,44.784
13,440.06,191.13,43.875
13,440.76,190.01,44.512
13,443,191,45
13,444,191,45
13,445,191,45
13,188.03,191.38,45.006
13,306.61,192.01,45.012
13,357.9,191.97,43.927
13,358.66,191.76,45.029
13,362.97,192.01,45.008
13,364.81,192.32,45.108
13,436.85,191.83,44.507
13,444,192,45
13,445,192,45
13,306.29,193.06,45.107
13,352.17,193.18,44.885
13,355.83,193.04,44.019
13,356.83,192.79,44.055
13,364.03,193.02,44.084
13,364.88,193.05,44.252
13,365.27,193.2,45.317
13,441.77,192.83,43.273
13,444.39,192.22,45
13,355.98,193.4,45.089
13,356.79,193.25,45.31
13,364.09,194.02,44.244
13,364.93,194.02,44.128
13,365.48,194.04,45.122
13,371.62,194,45.028
13,303.95,194.95,44.706
13,305.69,194.74,44.927
13,350.08,194.89,43.846
13,350.95,194.74,45.005
13,364.21,194.99,44.852
13,364.99,195.01,44.119
13,365.76,195.13,44.99
13,303.8,195.83,44.217
13,305.35,195.57,44.496
13,350.6,195.87,45.174
13,365.02,196,44.27
13,365.88,196.02,44.267
13,366.4,196.17,45.257
13,304.64,195.86,44.522
13,364.95,197.02,44.949
13,365.84,197.04,44.123
13,366.53,196.88,44.922
13,453.39,197.78,45
13,349.67,197.92,43.945
13,350.28,197.79,44.818
13,364.89,198.06,44.646
13,366.78,198.04,45.051
13,453,198,45
13,454,198,45
13,349.1,198.81,43.832
13,365.02,199.08,45.121
13,367.62,199.29,45.108
13,454,199,45
13,455,199,45
13,365.69,200.33,44.937
13,367.87,200.06,44.105
13,368.28,200.21,45.301
13,455,200,45
13,456,200,45
13,366.33,201.06,45.151
13,368.71,201.12,44.947
13,456,201,45
13,457,201,45
13,457.61,201.39,45
13,348.76,201.69,44.997
13,366.68,201.94,45.063
13,368.89,201.98,43.918
13,369.79,201.92,44.925
13,370.58,201.62,45.279
13,457,202,45
13,458,202,45
13,367.82,202.92,44.843
13,368.73,202.81,43.952
13,459.6,203.3,45
13,459.7,203.3,45
13,368.68,203.86,44.67
13,459.7,203.4,45
13,348.17,204.97,45.018
13,368.49,204.87,44.463
13,461.83,205.2,45.727
13,462.11,204.99,45.882
13,367.78,205.93,44.476
13,462.19,205.68,45.998
13,348.79,207.01,44.606
13,367.5,207.03,44.801
13,463.14,207.19,45.73
13,464,207.15,45.447
13,367,208,45
13,368,208,45
13,463.74,208.14,44.94
13,367,209,45
13,464.21,209.12,45.064
13,366.37,209.8,44.749
13,464.23,209.82,44.687
13,466.89,210.12,44.897
13,467.88,210.01,45.593
13,191.49,211.73,45.303
13,192.09,211.66,45.35
13,193.02,211.71,45.259
13,253,211,43.5
13,351.03,211.04,43.902
13,365.88,210.79,44.496
13,463.67,210.81,44.754
13,467.04,211.25,44.557
13,468.48,210.82,45.532
13,191.35,212.13,45.262
13,191.98,212.24,44.782
13,193.83,212,45.321
13,195.74,212.5,45.119
13,252.72,211.98,43.705
13,255.71,212,43.87
13,351.06,212.05,43.5
13,462.94,211.74,45.15
13,468.33,211.69,45.416
13,191.33,212.95,45.051
13,198.79,213.54,44.535
13,237.87,213.21,43.804
13,251.99,212.73,43.722
13,255.11,212.83,44.601
13,353.13,212.93,43.946
13,457.65,213.7,45.067
13,458.24,213.55,45.36
13,459.16,213.19,45.478
13,460.05,213.04,45.477
13,461.17,212.94,45.378
13,463,213,45
13,467.59,212.74,44.855
13,199.77,214.23,44.986
13,200.83,214.45,44.583
13,237.12,214.17,44.469
13,243.21,214.23,44.383
13,252.07,213.89,44.288
13,354.03,214.01,43.656
13,365.59,213.97,44.52
13,457.46,214.37,44.992
13,458.11,214.16,45.017
13,461,214,45
13,462,214,45
13,463,214,45
13,467.32,213.5,44.708
13,201.79,215.2,45.005
13,218.74,215.11,43.669
13,235.2,215.56,44.611
13,245.02,215.06,43.64
13,252.18,215.2,44.913
13,355,215,43.676
13,356,215,44.218
13,365.08,214.9,44.627
13,453.99,215.01,43.475
13,457.24,215.21,44.935
13,457.92,215.15,44.735
13,459,215,45
13,460,215,45
13,461,215,45
13,462,215,45
13,463.88,213.76,44.833
13,188.63,216.26,45.768
13,188.87,216,45.768
13,204.88,216.52,45.008
13,205.82,216.74,45.505
13,217.98,215.91,43.828
13,218.97,216.18,44.736
13,220.19,215.97,44.5
13,221.23,215.97,44.355
13,222.11,216.12,44.065
13,234.31,216.34,44.664
13,243.74,215.99,44.566
13,271.17,216.18,44.424
13,272.15,216.21,44.352
13,350.21,216.2,43.374
13,357,216,45.063
13,454.96,215.99,43.482
13,455.94,215.99,43.69
13,457,216,45
13,458,216,45
13,459,216,45
13,460,216,45
13,188.24,217.26,45.712
13,205.89,217.24,44.712
13,207.01,217.25,45.525
13,208.31,217.35,45.518
13,210.19,217.38,45.616
13,217,217,45
13,218,217,45
13,221.68,216.72,44.164
13,233,217,45
13,243.07,216.88,44.677
13,251,217,45
13,269.2,217.13,44.426
13,270.32,217.05,44.724
13,272.74,216.89,44.386
13,334,217,45
13,454.91,216.95,43.413
13,458,217,45
13,459,217,45
13,460,217,45
13,178.26,218.43,45.551
13,179.29,218.32,45.578
13,182.22,218.37,45.402
13,183.1,218.3,45.659
13,183.94,218.25,45.77
13,188.04,218.24,45.584
13,206.03,218.29,44.73
13,207,218.07,45
13,210.03,218.03,45.208
13,210.86,217.9,45.576
13,218.82,217.32,45.019
13,219.67,217.28,44.607
13,220.63,216.8,44.468
13,232,218,45
13,233,218,45
13,243.9,218.09,43.807
13,242.74,218,44.507
13,250,218,45
13,251,218,45
13,260.63,217.96,44.627
13,268.4,218.04,44.395
13,332.31,218.63,44.554
13,333,218,45
13,334,218,45
13,335,218,45
13,336,218,45
13,349.22,218.25,43.378
13,350.04,218.06,43.443
13,458.39,217.22,45
13,177,219,45
13,177.91,219.07,45.56
13,178.89,218.81,45.429
13,179.94,219.04,45.506
13,181.06,219.01,45.262
13,182.88,218.88,45.258
13,183.9,218.94,45.634
13,188.17,219.16,45.588
13,188.98,218.9,45.601
13,192.48,219.32,45.069
13,205.15,218.97,44.594
13,232,219,45
13,233,219,45
13,240.93,218.93,44.795
13,251.3,218.81,44.901
13,268,218.87,44.159
13,273.82,219.11,44.362
13,331.4,219.29,44.586
13,336,219,45
13,337,219,45
13,337.77,218.91,43.702
13,338.9,219.13,43.681
13,349.06,219.09,43.412
13,175,220,45
13,176,220,45
13,177,220,45
13,181.02,219.78,45.728
13,182,219.75,45.522
13,183.09,219.76,45.584
13,188.95,219.96,45.657
13,189.64,219.81,45.819
13,203.14,219.9,44.575
13,205.04,220.04,44.908
13,233,220,45
13,234.15,219.14,45.16
13,252.13,219.09,45.126
13,253.23,219.99,43.901
13,256.17,219.89,43.974
13,268.95,219.13,44.535
13,269.13,220.12,43.866
13,269.97,219.94,44.535
13,274.1,219.91,44.525
13,286,220,45
13,311,220,45
13,312,220,45
13,313,220,45
13,314,220,45
13,315,220,45
13,316,220,45
13,329.41,220.2,44.553
13,336.04,220.27,44.564
13,337,220,45
13,339.27,220.26,44.642
13,340.02,220.04,43.896
13,353.95,219.98,43.602
13,174.78,220.61,45
13,175,221,45
13,191.1,221.22,45.66
13,193.5,221.29,44.973
13,199.18,221.21,44.877
13,206.01,221.01,44.989
13,270.78,220.55,44.405
13,273.59,220.37,44.491
13,283.78,221.39,45
13,284,221,45
13,285,221,45
13,286,221,45
13,287,221,45
13,288.1,221.52,45.413
13,289.14,221.41,45.594
13,306.8,221.07,43.859
13,310,221,45
13,312,221,45
13,313,221,45
13,314,221,45
13,315,221,45
13,316,221,45
13,317,221,45
13,318.02,221.52,45.074
13,319.15,221.43,45.123
13,325.27,221.54,44.632
13,326.21,221.42,44.671
13,327.22,221.17,44.475
13,336.66,220.91,45.057
13,339.04,221.01,44.607
13,340,221,45
13,341,221,43.801
13,347.05,221.01,43.416
13,190.15,222.13,45.402
13,191.17,222.15,45.229
13,193.92,222.3,44.993
13,199.03,222.06,44.896
13,284,222,45
13,285,222,45
13,286,222,45
13,287,222,45
13,288.01,222.05,45.133
13,289.01,222.05,45.254
13,289.86,221.86,45.624
13,298.09,222.01,43.84
13,298.84,221.93,44.909
13,302.13,221.89,45.231
13,303.13,221.57,45.026
13,304.02,221.56,45.026
13,305.9,221.54,44.829
13,308.11,221.63,45.115
13,309.16,221.7,45.187
13,314.01,221.84,44.333
13,316.96,221.7,44.598
13,322.01,221.86,44.979
13,324.03,221.85,45.01
13,336.82,222.12,44.962
13,340,221.89,44.829
13,341,221.99,44.105
13,190.2,223.18,45.171
13,191.05,222.99,45.148
13,194.32,223.17,45.175
13,209,222.99,45.014
13,287,223,45
13,287.99,223,45.401
13,290,222.74,45.652
13,297.74,222.75,45.035
13,320.88,223.18,44.187
13,321.64,222.99,44.098
13,323.02,222.16,45.03
13,336.98,223.18,44.286
13,337.94,223.05,44.555
13,338.98,223.02,44.04
13,340,222.99,44.597
13,341,222.99,44.601
13,354.53,222.82,44.801
13,189.9,224.12,45.352
13,198.03,224.27,44.583
13,296.9,223.73,45.063
13,321.03,224.06,44.766
13,337.18,224.14,44.246
13,338.92,224.03,44.025
13,338.12,223.93,44.998
13,353.03,223.83,43.936
13,367,224,43.623
13,199,225.06,44.873
13,210.99,224.75,45.414
13,319.83,224.83,44.912
13,321.69,224.51,45.155
13,322.04,225.02,45.006
13,337.24,225.14,44.4
13,338.08,224.87,45.006
13,343.01,225,44.66
13,344.95,224.98,43.647
13,346.98,225.01,43.549
13,349.99,224.99,43.507
13,353.52,224.87,45.197
13,452.96,224.98,43.326
13,190.1,226.16,45.167
13,190.81,225.87,45.167
13,194.37,225.89,44.771
13,209.82,225.79,45.094
13,297.04,226.04,45.021
13,306.16,225.14,45.494
13,306.73,225.62,44.781
13,307.1,226.02,44.924
13,318.05,226.21,44.162
13,318.99,226.04,44.705
13,321.56,225.72,44.997
13,338.09,226.09,44.454
13,339.13,225.86,44.853
13,340.02,225.99,44.112
13,344,226,45
13,344.81,225.82,44.066
13,350.94,225.94,43.558
13,352.58,225.91,43.979
13,353.23,225.78,44.898
13,367,226,43.867
13,188.97,227.24,45.311
13,190.79,226.92,45.509
13,209.97,226.7,45.255
13,298.82,226.82,44.516
13,304.28,227.2,45.312
13,318.27,226.78,44.153
13,319.24,226.89,45.458
13,320.7,226.68,45.092
13,338.23,227.12,44.383
13,339.06,227.04,44.494
13,340.11,226.82,44.913
13,340.9,227,44.009
13,344.98,226.79,44.901
13,347.15,227.12,44.532
13,347.83,226.85,43.965
13,348.85,227.08,43.892
13,349.93,226.95,43.657
13,350.79,226.78,43.633
13,351.75,226.77,43.948
13,367.99,227,43.577
13,172.87,228.57,45.577
13,173.27,228.56,45.477
13,173.87,228.66,45.57
13,188.26,227.99,45.527
13,189.65,227.9,45.416
13,192.95,227.73,45.312
13,200,228.06,44.875
13,209.89,227.87,45.451
13,305.7,227.81,45.132
13,319.89,227.29,45.367
13,339.03,227.96,44.46
13,340.11,227.83,44.988
13,341.95,228.08,44.048
13,348.98,228.17,44.845
13,349.8,227.78,44.077
13,350.79,227.7,44.132
13,173.28,228.79,45.63
13,174.03,228.83,45.536
13,175,229,45
13,176.32,229.22,45.533
13,177.22,229.33,45.473
13,178.04,229.43,45.583
13,179.01,229.56,45.601
13,180.12,229.48,45.68
13,182.26,229.17,45.643
13,183.16,228.99,45.841
13,189,229,45
13,199.18,229.18,44.258
13,200.02,229.04,44.646
13,303.56,229.12,45.174
13,305.41,228.93,44.986
13,339.96,228.94,44.526
13,340.96,228.84,44.881
13,342.02,228.84,45.063
13,343.08,228.9,44.231
13,343.89,228.1,44.707
13,344.14,229.18,44.062
13,349.97,228.4,45.077
13,350.78,228.24,45.318
13,365.67,228.97,44.692
13,176.17,229.5,45.591
13,178.03,229.76,45.579
13,183.04,229.67,45.762
13,188.8,230,45.292
13,200.98,229.96,44.374
13,201.99,229.98,44.678
13,204.97,229.99,44.941
13,206.99,230,44.937
13,209.12,229.87,45.317
13,296.99,230.27,45.392
13,299.11,229.89,44.663
13,303.45,230.14,45.262
13,340.8,229.87,44.443
13,342.85,230.02,45.096
13,343.87,230.13,43.886
13,344.95,230.03,44.012
13,345.97,230,44.737
13,188,231,45
13,189,231,45
13,202.98,230.93,44.34
13,203.98,230.93,44.658
13,204.82,230.81,44.838
13,205.83,231.07,44.568
13,207.97,230.98,44.786
13,209.83,230.86,45.449
13,299.86,230.83,44.524
13,304.1,231.12,44.888
13,320.15,231.18,44.566
13,319.45,231.05,45.206
13,320.63,230.94,45.44
13,340.07,231.1,44.551
13,341.16,230.86,44.533
13,343.07,231.13,43.951
13,342.04,231.16,44.881
13,343.94,231.03,43.725
13,344.7,231.02,43.869
13,345.73,231.03,44.291
13,346.91,231.12,45.182
13,365.32,230.98,43.932
13,371.97,231,43.382
13,187.1,232.18,45.498
13,188.07,231.76,45.492
13,204.94,231.63,44.334
13,209.77,231.99,45.302
13,298.86,232.08,44.745
13,299.96,231.74,44.526
13,304.46,232.16,45.227
13,305.86,231.9,44.812
13,339.89,232.27,44.634
13,340.92,231.93,45.218
13,342.89,232.14,43.968
13,343.91,231.93,44.032
13,346.25,232.04,44.897
13,364.15,231.98,45.166
13,372.82,231.83,43.308
13,186,233,45
13,187.92,232.89,45.627
13,190.08,233.03,45.046
13,216.28,233.76,44.556
13,217.06,233.73,44.562
13,306.44,232.86,45.248
13,318.97,233.18,43.865
13,320.2,232.98,44.831
13,320.94,232.98,44.384
13,321.52,232.88,45.303
13,338.98,233.02,44.249
13,340.24,233.13,44.906
13,186.39,233.61,45
13,187,234,45
13,187.69,233.85,45.315
13,209,233.94,45.214
13,214.16,234.12,45.936
13,215,234,45
13,217.99,234.13,44.68
13,222.14,234.34,44.419
13,223.61,234.78,45
13,243.96,234.16,43.408
13,255.71,234,44.994
13,256.97,234,44.871
13,286,234,45
13,286.81,234.62,45.283
13,296.89,233.9,44.753
13,306.08,233.65,45.465
13,319.3,233.98,43.987
13,321.02,233.96,44.428
13,320.48,233.8,45.248
13,321.66,234,45.111
13,338,234,44.21
13,340.24,233.92,44.134
13,339.62,234.28,45.097
13,340.89,234.17,44.07
13,348.99,234.38,44.167
13,347.91,233.98,44.716
13,348.81,233.7,45.208
13,364.99,233.99,44.853
13,366.91,234.09,43.814
13,369.07,234,43.431
13,188,235,45
13,216,234,45
13,216.92,234.21,44.585
13,217.81,234.94,45.124
13,223,235,45
13,224,235,45
13,236.16,234.83,44.782
13,243,235.15,44.569
13,243.95,235.02,43.7
13,244.84,235.02,43.383
13,250.91,235.34,45.266
13,251.29,235.23,45.039
13,252.74,234.74,45.015
13,253.82,234.49,44.847
13,254.78,234.34,45.233
13,258.13,234.43,44.711
13,258.96,234.9,45.105
13,266.78,235.39,45
13,267,235,45
13,268.11,235.47,44.617
13,269.18,235.4,44.652
13,271.05,235.26,44.285
13,273.4,235.81,44.51
13,283,235,45
13,284,235,45
13,285,235,45
13,286,235,45
13,286.96,235.06,45.077
13,287.83,235.04,45.463
13,288.82,234.86,45.783
13,295.12,235.03,45.46
13,320.07,234.94,44.07
13,321.11,234.74,44.882
13,321.79,235.01,44.282
13,337.07,234.99,44.152
13,337.94,235.04,44.178
13,340.06,235.05,44.218
13,339.18,235.29,45.133
13,341.21,235.02,44.693
13,346.14,235.15,44.029
13,345.05,235.19,45.049
13,345.73,234.06,44.837
13,349.19,235.21,43.672
13,368.01,235.03,43.716
13,188,236,45
13,203.94,235.83,45.154
13,218.74,235.08,44.943
13,219.78,235.69,44.451
13,221.84,235.67,44.416
13,234.54,235.84,44.912
13,243.94,235.99,43.851
13,251,236,45
13,267,236,45
13,272.13,236.03,44.549
13,273.05,236.09,44.604
13,273.36,236.1,44.569
13,281.78,236.39,45
13,282,236,45
13,283,236,45
13,284,236,45
13,285,236,45
13,286,236,45
13,287.91,235.96,45.152
13,288.93,235.87,45.657
13,295.18,236.06,45.698
13,321.13,235.7,44.66
13,322.82,236,45.041
13,337.04,236.02,44.165
13,339.25,235.91,44.216
13,338.65,236.28,45.113
13,339.88,236.12,44.13
13,344.24,236.23,44.107
13,344.23,235.7,45.313
13,345.33,236.07,43.819
13,372.78,235.82,43.358
13,453.93,235.93,43.267
13,190.59,236.96,45.211
13,202.89,236.46,44.737
13,235.07,236.88,44.87
13,242.69,237.03,44.925
13,250.78,236.61,45
13,251,237,45
13,268.15,237.01,43.955
13,268.01,236.04,44.66
13,269.01,237.01,44.742
13,272.96,236.81,44.589
13,282,237,45
13,283,237,45
13,287,237,45
13,288.45,236.85,45.472
13,296.45,236.67,44.899
13,297.22,236.89,44.773
13,298.04,236.37,45.37
13,299.03,236.38,45.077
13,299.3,237.07,43.955
13,301.05,236.5,45.1
13,306.07,237.09,44.673
13,307.02,236.4,45.353
13,308.99,236.38,44.988
13,311.29,237.07,43.936
13,312.06,236.39,45.032
13,312.89,236.53,44.832
13,313.16,237.18,44.032
13,313.77,236.82,44.916
13,318.05,237.27,44.11
13,318.13,236.29,45.366
13,322,236.79,44.766
13,323.08,236.9,44.035
13,323.81,236.3,44.88
13,324.68,236.03,45.041
13,325.88,236.12,44.715
13,326.17,237.14,43.981
13,326.83,236.86,44.536
13,339.21,236.91,44.303
13,343.4,237.11,43.992
13,342.74,237.24,44.894
13,344.23,237.2,43.635
13,345.07,237.04,43.596
13,350.98,237.01,43.649
13,351.87,237.06,44.196
13,352.29,237.21,45.311
13,367.99,237,44.443
13,191.05,237.77,45.333
13,195.11,237.31,44.961
13,198.86,236.95,44.791
13,236.1,237.85,44.937
13,251.74,237.76,44.85
13,268.07,238.03,43.628
13,273.48,237.97,44.281
13,283.81,236.65,44.717
13,285.87,236.87,44.631
13,287,238,45
13,288,238,45
13,299.03,238,43.545
13,302.11,237.86,43.898
13,303.03,237.07,45.073
13,304.27,237.97,43.894
13,306.27,238.01,43.63
13,307.17,238.16,43.473
13,313.03,237.97,43.604
13,314.08,237.82,43.863
13,314.9,236.94,45.121
13,319.08,237.85,43.826
13,321.11,237.17,44.858
13,327.12,237.88,43.848
13,329.9,237.13,44.668
13,336.95,238.06,44.027
13,338.93,238.12,44.349
13,338.05,238.15,45.253
13,340.11,237.87,45.044
13,343.05,238.17,43.928
13,342.33,238.14,45.19
13,351.95,238.01,43.829
13,352.67,238.1,44.934
13,368.93,237.97,43.824
13,236.07,238.98,43.847
13,236.87,238.81,44.6
13,252.05,238.9,44.745
13,258.92,238.97,44.746
13,269,238.98,43.834
13,272.82,238.86,44.42
13,299.97,238.94,43.465
13,301.77,238.72,43.458
13,336.14,239.04,44.027
13,338.21,238.9,44.233
13,337.59,239.16,44.942
13,338.88,239.14,44.221
13,339.74,238.99,45.028
13,342.37,239.07,44
13,343.2,239.19,43.613
13,344.02,239.04,43.554
13,351.99,239,43.619
13,352.9,238.99,44.136
13,237.1,239.85,43.819
13,239.92,238.87,44.836
13,242.03,239.86,43.46
13,252.05,240.01,43.853
13,257.97,239.97,44.452
13,270.09,239.86,43.82
13,271.23,239.95,43.872
13,271.74,238.97,44.571
13,273.09,239.82,43.596
13,325,239.84,43.368
13,327,239.95,43.436
13,336.09,240.01,44.088
13,338.2,239.91,44.309
13,337.34,240.04,45.084
13,339.25,239.95,44.972
13,352.98,239.98,43.813
13,353.86,239.78,45.002
13,367.09,239.84,44.616
13,252.05,241.04,43.481
13,256.97,239.98,44.932
13,268.02,241.01,43.315
13,271.87,240.75,43.49
13,332.01,240.98,44.031
13,336.13,240.99,44.423
13,337.92,241.08,44.205
13,336.86,240.96,44.942
13,339,240.96,44.793
13,341.94,241.16,43.887
13,340.89,240.99,44.875
13,353.98,240.98,43.978
13,254.12,241.83,43.885
13,255.26,241.96,43.857
13,269.81,241.8,43.334
13,335,242,45
13,336,242,45
13,337.94,242.08,43.88
13,338.73,241.99,44.557
13,339.88,241.88,44.712
13,355.89,242.16,45.2
13,253.93,242.92,43.465
13,332.03,242.86,43.437
13,333.92,242.93,44.506
13,335,243,45
13,336,243,45
13,338.2,242.91,44.246
13,340.13,243.15,43.764
13,354.97,243,43.673
13,355.86,243.03,44.233
13,356.38,243.2,45.268
13,366.6,242.98,44.506
13,252.01,243.98,43.291
13,335,244,45
13,338.41,243.55,44.191
13,341.01,244.01,43.407
13,344,243.99,43.436
13,355.82,243.98,44.001
13,356.38,244.02,45.05
13,366.04,244,44.615
13,455.39,244.78,45
13,353.94,244.94,43.554
13,354.77,244.81,43.61
13,355.58,244.91,43.969
13,356.22,244.8,44.822
13,366.42,245.16,44.411
13,452.17,245.18,43.393
13,455,245,45
13,456,245,45
13,452.02,246.03,43.358
13,455,246,45
13,456,246,45
13,352.79,246.79,43.602
13,452.89,247.03,43.412
13,455,247,45
13,456,247,45
13,348.03,247.97,43.452
13,350.95,247.95,43.553
13,353.87,247.81,45.269
13,366.39,248.02,44.55
13,455,248,45
13,456,248,45
13,457,248,45
13,366.42,249.01,44.782
13,453.07,248.89,43.792
13,454.31,249.02,44.49
13,456,249,45
13,457,249,45
13,458,249,45
13,366,250,45
13,367,250,45
13,452.76,249.98,43.879
13,456,250,45
13,458,250.03,45.168
13,349.88,250.86,43.877
13,365.27,251.18,44.442
13,366,251,45
13,367,251,45
13,451.05,251.04,43.486
13,452.11,250.9,43.804
13,453.25,251.03,44.599
13,456,251,45
13,458,251,45.051
13,459,251.03,45.234
13,460,251.03,45.588
13,365.17,252.28,44.519
13,365.97,252.01,44.932
13,367,252,45
13,452.93,252.12,44.653
13,455,252,45
13,456,252,45
13,461,251.98,45.295
13,462,251.97,45.521
13,349.77,253,44.99
13,365.27,253.17,44.444
13,366.4,252.71,45.317
13,452,253,45
13,454,253,45
13,455,253,45
13,456,253,45
13,457,253,45
13,457.98,252.56,45.339
13,459.89,252.95,45.361
13,461,252.96,45.02
13,462.01,252.8,44.829
13,463.03,252.59,44.699
13,464.91,252.65,45.129
13,465.95,253.02,44.95
13,467.1,253.33,45.452
13,365.89,254.11,44.645
13,366.34,253.71,45.349
13,451,254,45
13,452,254,45
13,453,254,45
13,454,254,45
13,455,254,45
13,456,254,45
13,461.09,254.08,45.204
13,462.02,253.7,44.472
13,466.87,254.1,44.759
13,348.83,255,44.954
13,366.44,254.89,45.401
13,450,255,45
13,451,255,45
13,452,255,45
13,453,255,45
13,461.79,255.26,45.039
13,466.98,255.23,44.667
13,467.65,254.81,45.395
13,366.78,256.11,45.201
13,449.78,255.61,45
13,450,256,45
13,451,256,45
13,462.23,256.16,45.159
13,467,256,45
13,468,256,45
13,175.01,257.72,45.288
13,175.84,257.63,45.018
13,176.97,257.44,45.066
13,348.57,256.89,45.147
13,462.38,257.01,44.931
13,466,257,45
13,467,257,45
13,468,257,45
13,174.3,258.33,45.395
13,174.99,258.16,44.701
13,368,258,45
13,462.89,258.03,44.807
13,464.03,258.07,44.601
13,465,258,45
13,466,258,45
13,467,258,45
13,368,259,45
13,368.22,258.61,45
13,462.24,259.02,45.457
13,463,259,45
13,464,259,45
13,465,259,45
13,302.17,260.17,43.396
13,367.01,259.99,45.02
13,369.58,260.57,45.503
13,462,260,45
13,463,260,45
13,173.79,260.84,44.437
13,303.72,261.02,43.685
13,367.18,260.86,44.1
13,366.49,261.15,44.915
13,367.95,260.99,43.992
13,368.93,260.93,44.9
13,369.87,261.2,45.083
13,461,261,45
13,462,261,45
13,171.93,261.99,45.49
13,172.91,261.83,44.704
13,305.14,262.21,44.763
13,306,262,45
13,306.61,262.39,45
13,347.96,262.01,43.753
13,348.67,262.1,44.882
13,367.03,261.98,44.283
13,366.04,262.11,45.206
13,368.06,261.74,45.105
13,370.45,262.2,44.735
13,460.78,261.61,45
13,461,262,45
13,169.89,263.27,45.697
13,171,263.06,45.736
13,172.34,262.99,45.217
