"ImageFile","Points:0","Points:1","Points:2"
13,397.05,165.02,70.885
13,321.53,166.17,71.431
13,360.84,165.63,71.699
13,361.9,166.24,72.066
13,397.28,165.86,71.94
13,398.7,165.94,70.805
13,299.32,167.13,72.074
13,307.99,166.92,71.305
13,310.8,167.26,72.531
13,321.79,166.99,71.703
13,366.03,166.62,71.901
13,366.26,166.96,70.885
13,366.85,166.73,71.79
13,367.78,167.24,71.932
13,398.03,166.57,71.377
13,397.66,166.69,72.335
13,398.78,166.74,72.081
13,298.75,168.21,72.363
13,311.51,168.02,72.37
13,316.72,167.86,72.141
13,371.98,167.43,71.541
13,386.06,168.37,71.639
13,387,168.2,71.45
13,398.07,167.09,72.173
13,401.09,167.89,71.962
13,404.19,168.16,71.461
13,298.64,169.19,72.373
13,311.79,168.75,72.359
13,374.15,168.32,72.229
13,385.14,168.89,71.99
13,387.98,168.92,72.187
13,298.69,169.92,72.276
13,299.15,169.69,71.663
13,311.95,169.97,72.034
13,316.99,169.99,70.895
13,324.13,170.03,71.695
13,324.99,170.4,71.631
13,299.2,170.6,72.006
13,318.82,171.17,72.236
13,325.73,171.05,71.594
13,400.96,170.81,71.701
13,402.69,170.99,71.527
13,404.88,171.11,71.622
13,405.82,171.85,71.449
13,411.02,172.01,71.67
13,318.99,173.01,70.594
13,327.79,173.09,72.018
13,328.82,173.47,71.59
13,408.91,172.13,71.631
13,413.01,173.01,70.818
13,415.02,173.06,70.354
13,300.13,174.24,72.09
13,410.84,173.82,71.43
13,413.99,174.01,70.691
13,415,174.01,70.503
13,312.01,175.27,71.662
13,330.73,175.26,71.968
13,411.88,174.07,71.471
13,412.84,174.83,71.199
13,413.89,175.07,70.701
13,419.02,175.06,70.349
13,414.14,175.99,70.38
13,415,175.95,70.421
13,416.01,175.98,70.447
13,419.01,176,70.473
13,313,176.73,72.484
13,417.03,176.92,70.361
13,418.02,176.98,70.439
13,422.03,177.01,70.349
13,311.04,178.27,71.852
13,318.7,178,70.698
13,319.88,178.14,70.802
13,323.96,177.98,70.549
13,324.92,178.05,70.938
13,325.66,178.33,71.99
13,333.63,177.88,71.977
13,419.03,177.93,70.363
13,420.01,177.98,70.441
13,303.15,178.96,72.28
13,310.17,179.09,72
13,319.08,179.15,71.462
13,320.14,179.21,71.451
13,422,178.99,70.433
13,423.01,179,70.475
13,425.05,179.01,70.359
13,306.14,179.99,72.044
13,307.33,180.02,71.939
13,308.33,179.58,71.959
13,320.98,180.04,71.378
13,321.95,179.94,70.664
13,334.93,179.88,71.941
13,426.02,180,70.438
13,427.05,180.04,70.361
13,317.1,181.15,71.737
13,320.01,181.01,71.534
13,319.13,180.93,71.877
13,319.91,180.15,71.726
13,320.89,181.13,71.547
13,321.91,180.96,70.772
13,328.87,181.29,72.071
13,335.27,180.83,72.269
13,429,181.05,70.359
13,316.05,182.03,71.844
13,329.81,181.7,71.714
13,330.87,182.34,72.029
13,334.99,181.88,72.224
13,425.06,181.92,70.349
13,314.2,183.26,71.464
13,321.72,182.96,71.425
13,331.98,182.55,71.908
13,332.95,182.43,71.687
13,334,182.76,72.313
13,428.04,183.93,70.363
13,429.01,183.97,70.434
13,312.31,185.3,71.897
13,320.88,184.61,71.987
13,311,186,72
13,312,186,72
13,320.54,185.67,71.988
13,310.62,187.09,72.523
13,311.2,187.13,72.165
13,312.01,187.01,72.069
13,313.02,187,71.739
13,319.14,187.1,71.706
13,320.33,186.68,72.402
13,432.06,186.93,70.353
13,310.49,187.64,72.746
13,310.96,187.68,72.438
13,311.89,187.99,72.563
13,314.13,188.01,72.048
13,319.17,187.92,72.508
13,319.85,187.45,72.473
13,437.02,187.99,70.437
13,438.04,188.01,70.363
13,436.99,188.99,70.439
13,439.02,189.01,70.435
13,440.01,189.04,70.325
13,157.23,190.49,72.02
13,158.88,190.03,71.875
13,163.11,190.16,71.973
13,165.15,190.24,71.337
13,156.57,191.12,72.365
13,156.21,191.98,72.581
13,157.06,191.78,71.66
13,440.05,191.91,70.346
13,157.12,192.91,71.955
13,165.65,193.01,71.796
13,165.44,193.87,72.126
13,164.87,194.83,71.896
13,444.03,194.97,70.438
13,161,195.98,72.053
13,145.89,221.82,71.845
13,157.18,222.19,71.453
13,142.9,222.79,71.844
13,144.87,222.31,72.135
13,158.02,223.02,71.307
13,139.89,223.83,71.713
13,141.86,223.28,72.142
13,158,224,71.484
13,139.09,224.93,71.735
13,157.83,226,71.521
13,140.86,226.69,72.28
13,157.57,226.97,71.529
13,145.16,227.37,72.14
13,147.82,227.55,71.699
13,148.87,228.11,72.098
13,156.06,228.68,71.492
13,153.85,229.07,71.665
13,154.84,256.34,71.794
13,159.08,257.1,71.559
13,159.93,257.49,71.412
13,160.2,258.05,71.561
13,149.98,259.03,70.874
13,150.73,258.76,72.047
13,159.82,258.81,71.543
13,149.85,259.93,71.892
13,159.4,259.9,71.798
13,149.27,261.14,72.531
13,150.13,261.04,71.712
13,158.65,260.89,72.041
13,148.89,261.73,72.604
13,149.28,261.82,72.592
13,149.91,261.71,72.302
13,150.9,261.97,72.181
13,152.02,262.68,72.629
13,153.96,262.68,72.014
13,441.14,272.31,70.262
13,318.96,273,72.726
13,440.17,273.21,70.327
13,440.87,272.93,70.329
13,314,274.17,72.168
13,317,274.01,71.724
13,439.15,274.19,70.325
13,439.88,273.9,70.33
13,313.74,275.34,72.018
13,438.13,275.19,70.305
13,438.87,274.89,70.325
13,313.85,276.42,71.919
13,320.84,275.82,72.544
13,436.98,276.04,70.291
13,314.08,277.24,71.276
13,314.32,277.21,72.318
13,319.9,277.07,71.692
13,436,277.01,70.28
13,314.06,278.04,70.962
13,314.55,277.93,72.128
13,435.03,277.99,70.301
13,307.95,279.04,72.505
13,308.94,278.99,72.743
13,314.06,279.02,70.734
13,314.97,278.91,71.964
13,433.16,279.12,70.339
13,307.85,280.14,71.936
13,309.69,279.98,72.638
13,322.01,280,71.607
13,429.18,280.28,70.383
13,430,280.1,70.384
13,432.86,279.83,70.343
13,306.89,280.92,71.705
13,308.93,280.92,71.954
13,331.97,281.02,71.799
13,332.87,281.01,72.245
13,429.97,280.99,70.436
13,430.79,280.83,70.409
13,309.11,282.13,72.114
13,314.82,281.82,70.565
13,315.71,281.97,71.154
13,323.97,281.94,71.34
13,428.01,282.02,70.431
13,333.35,282.89,71.931
13,424.25,283.27,70.391
13,333.12,284.03,72.216
13,422.25,284.27,70.391
13,424.06,284.06,70.435
13,420.26,285.26,70.389
13,422.06,285.05,70.442
13,308.08,286.06,72.098
13,330.35,287.3,72.034
13,416.04,287.12,70.44
13,417.91,287.17,70.668
13,420.97,286.98,70.439
13,422.81,286.76,70.386
13,307.91,287.95,72.4
13,312.99,287.94,70.75
13,314.08,288.11,71.693
13,329.7,288.16,71.821
13,415.99,288.02,70.802
13,417.1,287.89,71.071
13,417.86,288.17,71.046
13,418.86,288.13,70.589
13,420.8,287.81,70.376
13,307.04,289.05,72.086
13,329.27,289.1,72.112
13,411.07,289.41,71.528
13,412.11,289.05,71.361
13,414.23,289.01,71.482
13,415.13,288.86,71.406
13,415.86,289.14,71.274
13,417,289.01,70.779
13,312.15,290.15,70.96
13,409.19,290.16,71.441
13,410.3,290.07,71.69
13,414.94,289.89,71.376
13,311.78,290.99,70.936
13,412.73,289.99,71.656
13,416.04,290.89,70.438
13,301.11,292,72.077
13,311.13,291.89,70.85
13,403.12,292.19,71.43
13,406.28,292.02,71.707
13,410.89,291.85,71.481
13,305.09,293.11,72.117
13,324.15,293.31,71.952
13,325.13,292.5,72.182
13,374.02,293.33,71.594
13,375.14,293.42,71.456
13,382.05,293.7,71.651
13,399.29,293.06,71.532
13,402.29,293.01,71.725
13,302.21,294.02,72.261
13,304.12,294.04,71.927
13,323.18,294.21,71.044
13,322.33,294.39,72.114
13,323.23,293.72,72.295
13,367.78,294.25,72.026
13,372.06,294.01,72.229
13,382.99,294.26,71.593
13,384.19,294.39,71.634
13,385.09,294.39,71.771
13,392.06,294.03,71.465
13,405.85,293.84,71.482
13,406.75,292.98,71.697
13,303.23,294.29,72.242
13,363.14,295.35,71.546
13,403.71,293.99,71.731
13,310.44,296.01,71.611
13,320.1,296.26,71.917
13,400.75,295.9,71.694
13,401.69,294.96,71.751
13,311.01,297.22,72.178
13,318.2,297.25,72.023
13,319.15,296.64,72.212
13,360.02,296.99,72.255
13,398.29,297.1,71.147
13,398.18,296.61,72.195
13,316.08,298.02,71.834
13,317.16,297.53,72.24
13,351.87,298.41,71.866
13,352.92,298.25,72.205
13,345.28,299.74,71.54
13,346.01,299.69,71.598
13,349.1,299.23,71.268
13,343.05,300.64,71.648
13,344.25,300.26,71.495
13,346.87,300.12,71.605
13,348.08,299.99,71.588
13,349.86,299.85,72.153
13,370.2,299.73,72.175
13,373.84,299.64,71.666
13,374.89,300.18,72.032
13,390.07,299.91,71.763
13,340.95,301.55,71.703
13,342.02,301.32,71.947
13,365.53,301.15,71.813
13,366.24,300.75,72.147
13,368.17,300.5,71.735
13,384.01,300.39,72.003
13,388.02,300.29,71.987
13,338.35,302.62,71.518
13,340.18,302.19,71.834
13,365.09,301.92,72.083
13,336.53,303.57,71.416
13,337.4,303.24,71.528
13,336.36,304.21,71.544
13,359.09,304.22,71.916
13,360.15,303.73,72.183
13,361,303.55,72.045
13,362.09,303.36,71.877
13,336.12,304.82,71.188
13,339.84,305.13,71.328
13,339.85,304.11,71.865
13,340.84,305.09,71.94
13,351.98,305.23,71.425
13,352.84,304.84,71.364
13,355.13,305.13,71.925
13,356.15,304.71,72.19
13,357,304.56,72.078
13,336.78,304.92,71.447
13,353.13,305.74,72.083
13,340.2,306.77,71.921
13,340.79,307.04,71.183
13,351.14,307.2,71.784
13,340.26,309,72.356
13,343.15,312.01,72.171
13,346.14,312.26,71.756
13,345.05,312.4,71.938
13,347.98,149.23,73.401
13,344.86,149.61,73.675
13,348.64,150.74,73.458
13,340.21,152.85,73.723
13,351.2,153.73,73.273
13,339.22,155.1,72.967
13,352.26,154.67,73.38
13,353.14,155.43,73.204
13,354.11,155.77,73.548
13,355.11,156.37,73.215
13,304.03,158.86,73.949
13,360.06,157.92,73.55
13,303.21,159.15,74.14
13,304.15,159.31,73.69
13,362.05,159.04,72.361
13,304.91,160.06,73.642
13,305.49,160.13,74.043
13,303,161.3,73.583
13,304.95,160.98,73.521
13,305.62,160.83,73.806
13,363.2,160.25,73.172
13,366.12,160.59,73.626
13,367.01,160.61,72.596
13,368.01,160.83,73.467
13,369.84,160.87,73.324
13,376.12,161.03,73.382
13,380.03,161.13,73.131
13,383.8,161.78,73.483
13,301.97,162.21,73.378
13,303.15,162.08,72.971
13,303.99,161.93,73.044
13,304.95,161.93,73.099
13,305.94,161.86,73.66
13,367.02,161.05,73.523
13,368.98,161.15,73.39
13,383.14,161.81,73.238
13,384.6,162.2,73.547
13,390.98,163.49,73.096
13,391.87,163.5,72.915
13,300.71,163.86,73.585
13,316.12,164.12,72.561
13,389.89,163.98,73.616
13,392.89,164.17,73.095
13,300.39,164.83,73.257
13,317.19,165.13,73.185
13,318.07,165.01,72.41
13,354.02,164.54,74.039
13,354.83,164.66,73.509
13,394.89,165.13,73.136
13,396.91,165.5,72.965
13,299.73,165.85,73.58
13,317.05,166.04,73.362
13,318.3,165.88,73.474
13,319.05,165.98,72.446
13,320.9,166.06,71.829
13,357.05,165.66,74.091
13,358.02,165.81,73.691
13,398,166,73.5
13,319.18,166.86,73.467
13,320.02,166.98,72.306
13,359.03,166.5,74.143
13,361.12,166.81,73.813
13,366.97,167.13,72.84
13,398,167,73.5
13,398.98,167.12,73.067
13,298.99,167.76,73.505
13,311.7,168.13,73.182
13,317.28,168.16,73
13,320.08,167.92,72.708
13,319.5,167.82,73.814
13,362.17,167.33,74.033
13,367.02,167.79,73.655
13,313,169,73.5
13,368,168.46,74.057
13,368.94,168.58,73.859
13,374.13,168.76,73.508
13,375.92,168.88,73.496
13,400.96,169,72.819
13,402.01,169,72.104
13,298.87,169.86,73.364
13,313,170,73.5
13,314,170,73.5
13,318.44,170.2,73.131
13,321.26,169.48,73.614
13,375,169.12,73.703
13,377.14,169.26,73.747
13,393.07,169.43,73.259
13,401.82,170.1,72.134
13,400.68,169.94,72.775
13,405,170,71.892
13,314,171,73.5
13,394.1,169.53,73.644
13,398.78,169.83,72.976
13,399.67,169.85,72.972
13,405.95,170.99,71.845
13,409.04,171.02,71.811
13,313.67,172.08,73.333
13,319.42,172.17,73.524
13,324.88,171.79,72.542
13,313.81,172.94,73.541
13,319.67,173.05,73.789
13,325.17,172.51,73.346
13,410.97,172.99,71.784
13,320.32,174.04,73.937
13,320.98,174.07,73.079
13,320.65,174.99,73.91
13,321.11,174.99,73.537
13,321.95,175.07,73.031
13,330.07,175.21,73.073
13,330.85,176.12,73.456
13,301.46,177.79,73.246
13,323.07,177.95,73.635
13,333.84,178.4,73.404
13,314.14,178.83,74.06
13,334.74,179.28,73.449
13,303.03,179.82,74.02
13,309.06,180.13,73.03
13,311.04,180.01,73.076
13,312.14,179.87,73.217
13,313.9,179.86,74.11
13,319.04,180.04,71.82
13,336,180,73.5
13,337,180,73.5
13,307.17,180.93,73.2
13,310.01,181.01,73.42
13,312.99,180.84,73.885
13,325,180.91,73.896
13,326.99,181.01,73.405
13,336.03,181.26,73.129
13,337,181,73.5
13,338,181,73.5
13,308.04,182,73.855
13,310,181.98,73.624
13,310.98,181.92,73.597
13,312.61,181.87,73.978
13,318.93,182.14,72.325
13,325,182,73.5
13,326,182,73.5
13,328.98,182.04,73.198
13,329.96,182.13,72.846
13,336.03,182.31,73.247
13,337.96,182.03,73.549
13,338.67,182.31,73.965
13,310,182.91,74.148
13,311.94,182.54,74.02
13,316.21,182.9,72.78
13,317.15,183.22,73.209
13,326,183,73.5
13,327,183,73.5
13,328,183,73.5
13,330.98,183.04,73.193
13,333.01,183.07,72.837
13,338.84,183.03,73.651
13,339.38,183.2,74.097
13,316.1,184.07,73.27
13,316.97,183.95,73.127
13,317.43,183.96,73.545
13,319.88,184.19,73.368
13,320.75,183.8,72.226
13,328,184,73.5
13,329,184,73.5
13,330.03,183.97,73.535
13,334.14,183.9,73.266
13,339.44,183.99,74.004
13,313.88,184.92,72.35
13,320.25,185.14,73.245
13,330.23,184.76,73.942
13,336.95,184.95,73.544
13,337.79,184.8,73.592
13,338.76,184.84,73.907
13,310.33,187.35,73.85
13,311.17,186.83,73.403
13,320.23,186.96,73.594
13,332.99,186.93,73.679
13,310.95,188.09,73.489
13,320.02,187.97,73.727
13,332.93,187.57,74.129
13,333.89,187.84,74.063
13,335.95,187.63,73.955
13,311.98,189,73.702
13,315.97,189.01,73.077
13,155.95,191.09,73.602
13,156.93,190.59,73.389
13,157.97,190.41,73.495
13,161.1,190.54,73.653
13,162.17,190.68,73.261
13,164.99,191.04,71.862
13,315.87,190.72,74.103
13,154.43,192.01,74.181
13,155.16,191.89,73.779
13,163.96,192.03,73.486
13,155.05,192.92,73.917
13,156.05,192.97,73.181
13,155.23,194.04,73.928
13,156.03,193.99,73.499
13,164.89,194.12,73.006
13,155,195,73.5
13,156.02,195,73.534
13,158,195,73.055
13,164.62,194.79,73.212
13,155,196,73.5
13,156,196,73.5
13,157,196,73.5
13,158,196,73.5
13,159,196,73.5
13,164.42,195.43,72.97
13,156,197,73.5
13,157,197,73.5
13,158,197,73.5
13,159,197,73.5
13,160,197,73.5
13,161,197,73.5
13,161.74,196.41,73.159
13,162.71,196.24,73.086
13,163.65,195.81,73.059
13,158,198,73.5
13,159,198,73.5
13,160,198,73.5
13,359,209,73.5
13,358,210,73.5
13,359,210,73.5
13,360,210,73.5
13,358,211,73.5
13,359,211,73.5
13,360,211,73.5
13,374.89,211.16,74.293
13,358,212,73.5
13,359,212,73.5
13,360,212,73.5
13,374.27,211.99,74.166
13,377.05,212.26,74.102
13,358,213,73.5
13,359,213,73.5
13,360,213,73.5
13,376.16,212.92,73.756
13,377.18,213.18,73.66
13,357,214,73.5
13,358,214,73.5
13,359,214,73.5
13,376.01,214.03,73.644
13,357.05,215.3,73.734
13,357.99,214.99,73.605
13,358.88,214.84,73.899
13,375.88,215.12,73.846
13,380,215,73.816
13,381,215,74.164
13,356.17,216.18,73.871
13,380,216,73.544
13,355.13,217.11,74.005
13,369.13,217.14,74.388
13,369.84,216.87,74.439
13,376.02,217.32,73.725
13,383,217,73.796
13,384.93,217.11,74.189
13,356.03,218.06,73.603
13,384.93,218.03,73.639
13,385.35,218.15,73.761
13,359.13,218.9,73.833
13,368.17,219.18,73.705
13,368.86,218.89,73.981
13,384,219,73.5
13,385,219,73.5
13,386,219,73.5
13,360.03,220.01,73.851
13,383,220,73.5
13,384,220,73.5
13,385,220,73.5
13,386,220,73.5
13,144.22,221.66,73.688
13,364.03,221.27,73.709
13,368.03,221.02,73.521
13,370.04,220.99,73.698
13,371.15,220.91,73.799
13,382,221,73.5
13,383,221,73.5
13,384,221,73.5
13,139.13,222.46,74.072
13,354.01,222.31,73.996
13,355.03,222.07,73.61
13,363.13,221.9,73.678
13,372.03,222.01,73.541
13,381,222,73.5
13,382,222,73.5
13,383,222,73.5
13,139.9,223.1,73.164
13,347,223,73.5
13,348,223,73.5
13,356,223.01,73.516
13,380,223,73.5
13,381,223,73.5
13,382,223,73.5
13,383,223,73.5
13,134.29,224.36,73.973
13,135.06,224.19,74.033
13,136.16,224.02,73.957
13,138.89,223.86,73.116
13,347,224,73.5
13,348,224,73.5
13,350.02,224.02,73.799
13,354.03,224.3,73.77
13,379,224,73.5
13,380,224,73.5
13,381,224,73.5
13,382,224,73.5
13,133.87,224.49,74.078
13,134.28,224.62,74.137
13,135.05,224.75,74.058
13,136.04,224.87,73.882
13,138.12,224.86,73.272
13,348,225,73.5
13,349,225.01,73.553
13,353.13,224.93,73.754
13,378,225,73.5
13,379,225,73.5
13,380,225,73.5
13,381,225,73.5
13,139.04,225.92,73.113
13,348.99,226.05,73.93
13,377,226,73.5
13,378,226,73.5
13,379,226,73.5
13,380,226,73.5
13,138.15,226.52,74.094
13,156.76,226.82,71.993
13,350,227.03,73.627
13,376,227,73.5
13,377,227,73.5
13,378,227,73.5
13,379,227,73.5
13,380,227,73.5
13,142.99,227.83,73.344
13,146.99,228.02,73.075
13,154.67,227.97,73.05
13,349.88,228.14,73.833
13,376,228,73.5
13,377,228,73.5
13,378,228,73.5
13,379,228,73.5
13,144,228.61,74.081
13,144.99,228.7,73.912
13,148.95,228.66,73.646
13,150.99,228.69,73.042
13,153.83,228.65,72.894
13,350.01,229.3,73.723
13,376,229,73.5
13,377,229,73.5
13,378,229,73.5
13,350.18,230.22,73.569
13,376,230,73.5
13,377,230,73.5
13,348.22,231.18,73.871
13,374.9,230.95,73.541
13,376,231,73.5
13,347.35,232.22,73.88
13,373.93,231.93,73.546
13,375.25,231.67,73.852
13,346.45,233.28,73.971
13,374.61,232.57,73.847
13,345.79,234.32,73.969
13,346.31,234.23,73.618
13,374.36,233.66,73.892
13,373.93,234.98,73.536
13,374.35,234.85,73.805
13,374,236,73.5
13,375,236,73.5
13,345.68,236.98,73.911
13,346.15,237,73.635
13,355,237,73.5
13,373,237,73.5
13,374,237,73.5
13,375,237,73.5
13,359,238,73.5
13,360,238,73.5
13,362,238,73.5
13,363,238,73.5
13,364,238,73.5
13,365,238,73.5
13,366,238,73.5
13,367,238,73.5
13,368,238,73.5
13,369,238,73.5
13,370,238,73.5
13,371,238,73.5
13,372,238,73.5
13,373,238,73.5
13,374,238,73.5
13,375,238,73.5
13,347.06,238.84,73.858
13,348.01,238.98,73.543
13,356,239,73.5
13,357,239,73.5
13,358,239,73.5
13,359,239,73.5
13,360,239,73.5
13,361,239,73.5
13,362,239,73.5
13,363,239,73.5
13,364,239,73.5
13,365,239,73.5
13,366,239,73.5
13,367,239,73.5
13,368,239,73.5
13,369,239,73.5
13,370,239,73.5
13,371,239,73.5
13,372,239,73.5
13,373,239,73.5
13,374,239,73.5
13,375,239,73.5
13,347,240,73.5
13,354,240,73.5
13,355,240,73.5
13,356,240,73.5
13,357,240,73.5
13,358,240,73.5
13,359,240,73.5
13,360,240,73.5
13,361,240,73.5
13,362,240,73.5
13,363,240,73.5
13,364,240,73.5
13,365,240,73.5
13,366,240,73.5
13,367,240,73.5
13,368,240,73.5
13,369,240,73.5
13,370,240,73.5
13,371,240,73.5
13,372,240,73.5
13,373,240,73.5
13,347,241,73.5
13,348,241,73.5
13,349,241,73.5
13,351,241,73.5
13,352,241,73.5
13,353,241,73.5
13,354,241,73.5
13,355,241,73.5
13,356,241,73.5
13,357,241,73.5
13,358,241,73.5
13,359,241,73.5
13,360,241,73.5
13,361,241,73.5
13,362,241,73.5
13,363,241,73.5
13,364,241,73.5
13,365,241,73.5
13,366,241,73.5
13,367,241,73.5
13,368,241,73.5
13,369,241,73.5
13,370,241,73.5
13,371,241,73.5
13,372,241,73.5
13,373,241,73.5
13,347,242,73.5
13,348,242,73.5
13,349,242,73.5
13,350,242,73.5
13,351,242,73.5
13,352,242,73.5
13,353,242,73.5
13,354,242,73.5
13,355,242,73.5
13,356,242,73.5
13,357,242,73.5
13,358,242,73.5
13,359,242,73.5
13,360,242,73.5
13,361,242,73.5
13,362,242,73.5
13,363,242,73.5
13,364,242,73.5
13,365,242,73.5
13,366,242,73.5
13,367,242,73.5
13,368,242,73.5
13,369,242,73.5
13,370,242,73.5
13,371,242,73.5
13,372,242,73.5
13,373,242,73.5
13,347.39,242.61,73.5
13,348,243,73.5
13,349,243,73.5
13,350,243,73.5
13,351,243,73.5
13,352,243,73.5
13,353,243,73.5
13,354,243,73.5
13,355,243,73.5
13,356,243,73.5
13,357,243,73.5
13,358,243,73.5
13,359,243,73.5
13,360,243,73.5
13,361,243,73.5
13,362,243,73.5
13,363,243,73.5
13,364,243,73.5
13,365,243,73.5
13,366,243,73.5
13,367,243,73.5
13,368,243,73.5
13,369,243,73.5
13,370,243,73.5
13,371,243,73.5
13,372,243,73.5
13,373,243,73.5
13,350,244,73.5
13,351,244,73.5
13,352,244,73.5
13,353,244,73.5
13,354,244,73.5
13,355,244,73.5
13,356,244,73.5
13,357,244,73.5
13,358,244,73.5
13,359,244,73.5
13,360,244,73.5
13,361,244,73.5
13,362,244,73.5
13,363,244,73.5
13,364,244,73.5
13,365,244,73.5
13,366,244,73.5
13,367,244,73.5
13,368,244,73.5
13,369,244,73.5
13,370,244,73.5
13,371,244,73.5
13,372,244,73.5
13,362,245,73.5
13,363,245,73.5
13,364,245,73.5
13,365,245,73.5
13,366,245,73.5
13,367,245,73.5
13,368,245,73.5
13,369,245,73.5
13,370,245,73.5
13,371,245,73.5
13,372,245,73.5
13,364,246,73.5
13,365,246,73.5
13,366,246,73.5
13,367,246,73.5
13,368,246,73.5
13,369,246,73.5
13,370,246,73.5
13,371,246,73.5
13,372,246,73.5
13,152.88,257.2,73.713
13,154,257,73.482
13,156.21,256.85,73.359
13,157.1,257.18,73.398
13,149.4,259.37,74.057
13,150.11,259.02,73.502
13,158.92,259.01,72.508
13,149.29,260.04,73.424
13,158.65,260.09,73.169
13,148.83,261,73.921
13,158.48,260.95,73.139
13,149.12,261.94,73.607
13,157.78,261.66,72.959
13,156.8,262.31,72.99
13,317,271,73.854
13,311.02,272.29,73.955
13,314.87,272.16,73.19
13,318.96,272,73.831
13,336.04,272.87,73.97
13,310.11,273.04,73.943
13,319.84,273.12,73.837
13,335.14,273.17,74.104
13,336.16,273.31,73.698
13,336.87,273.35,74.101
13,309,274,73.5
13,310,274,73.5
13,311.03,274.02,73.549
13,312.97,273.73,73.296
13,335.2,274.2,73.626
13,336.04,274.06,73.597
13,336.94,274.03,73.66
13,337.53,274.03,73.939
13,309,275,73.5
13,310,275,73.5
13,311,275,73.5
13,312,275,73.5
13,313,275,73.5
13,320.9,275.17,73.316
13,332.08,275.31,73.973
13,333.15,274.94,73.917
13,337.73,274.74,73.965
13,439,275,73.5
13,309.15,276.1,74.167
13,311,276,73.5
13,312,276,73.5
13,313,276,73.5
13,322,276,73.5
13,330.09,276.44,74.004
13,437,276,73.5
13,438,276,73.5
13,439,276,73.5
13,440,276,73.5
13,312,277,73.5
13,313,277,73.5
13,314,277,73.5
13,322,277,73.5
13,323,277,73.5
13,324,277,73.5
13,329.15,277.12,73.911
13,436,277,73.5
13,437,277,73.5
13,438,277,73.5
13,439,277,73.5
13,440,277,73.5
13,307.98,278.02,73.563
13,308.99,278,73.838
13,313,278,73.5
13,314,278,73.5
13,322,278,73.5
13,323,278,73.5
13,324,278,73.5
13,325,278,73.5
13,326.1,278.42,73.86
13,328.21,278.21,73.567
13,336.81,277.78,73.608
13,337.77,277.8,74.082
13,434,278,73.5
13,435,278,73.5
13,436,278,73.5
13,437,278,73.5
13,438,278,73.5
13,439,278,73.5
13,312.86,279.09,73.878
13,314,279,73.5
13,314.93,278.31,73.397
13,315.99,278.98,73.429
13,323,279,73.5
13,324,279,73.5
13,325,279,73.5
13,325.98,279.04,73.494
13,332,279.01,73.276
13,336.92,278.66,73.81
13,433,279,73.5
13,434,279,73.5
13,435,279,73.5
13,436,279,73.5
13,437,279,73.5
13,438,279,73.5
13,313.1,280.1,74.232
13,313.68,279.79,74.107
13,317.14,279.89,73.48
13,324,280,73.5
13,332.97,280.01,73.12
13,336.78,279.77,74.082
13,431,280,73.5
13,432,280,73.5
13,433,280,73.5
13,434,280,73.5
13,435,280,73.5
13,436,280,73.5
13,437,280,73.5
13,302.12,281.14,73.837
13,317,281.12,73.003
13,325.01,280.96,72.863
13,325.98,280.74,73.028
13,430,281,73.5
13,431,281,73.5
13,432,281,73.5
13,433,281,73.5
13,434,281,73.5
13,435,281,73.5
13,436,281,73.5
13,301.11,282.14,74.053
13,302.89,281.9,73.145
13,310.06,282.27,73.294
13,317.29,282.17,73.191
13,333.98,282.21,73.078
13,334.71,281.81,73.499
13,335.4,281.74,73.929
13,429,282,73.5
13,430,282,73.5
13,431,282,73.5
13,432,282,73.5
13,433,282,73.5
13,434,282,73.5
13,435,282,73.5
13,301.87,282.92,73.258
13,309.21,283.18,72.945
13,333.82,283.1,73.057
13,334.56,282.63,73.821
13,427,283,73.5
13,428,283,73.5
13,429,283,73.5
13,430,283,73.5
13,431,283,73.5
13,432,283,73.5
13,433,283,73.5
13,426,284,73.5
13,427,284,73.5
13,428,284,73.5
13,429,284,73.5
13,430,284,73.5
13,431,284,73.5
13,432,284,73.5
13,309,285.3,73.019
13,427,285,73.5
13,428,285,73.5
13,429,285,73.5
13,332,286,73.5
13,309.97,286.77,73.666
13,316.67,286.81,73.309
13,331,287,73.5
13,332,287,73.5
13,315.66,287.99,72.459
13,330,288,73.5
13,331,288,73.5
13,308.13,289.11,73.198
13,330,289,73.5
13,307.14,290.15,72.955
13,309.02,289.76,73.848
13,328.77,289.72,73.144
13,411.14,290.16,71.848
13,411.83,289.9,71.794
13,307.03,291.26,73.252
13,327.68,290.63,73.155
13,410.87,290.84,71.842
13,300.58,292.7,73.475
13,307.87,292.86,74.058
13,324.73,292.81,73.16
13,323,294,73.5
13,324,294,73.5
13,399.02,294.04,71.96
13,301.48,294.86,74.082
13,303.06,295.01,73.188
13,304.15,294.9,73.185
13,322,295,73.5
13,323,295,73.5
13,383.73,294.93,72.375
13,399.82,295.08,72.213
13,303.02,295.97,73.896
13,305,295.67,73.91
13,320.73,295.74,73.418
13,364.87,295.45,73.707
13,383.16,295.34,73.294
13,386.11,295.59,73.638
13,391.12,295.66,73.264
13,398.19,295.89,72.992
13,399.07,295.77,72.888
13,399.67,295.99,72.583
13,311.13,297.01,73.323
13,319.62,296.63,73.383
13,362.8,296.3,73.764
13,397.71,296.73,73.018
13,398.73,296.4,72.903
13,310,298,73.5
13,311,298,73.5
13,317.95,297.32,73.439
13,318.79,297.22,73.368
13,360.85,297.23,73.694
